id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class,time,mc_window,tc_years,mc_window_index,time_dt,is_mainshock,cluster_id
23789,1995-07-30T21:05:56,-70.74,-23.0,15.0,6.1,mw,0.03,0.03,0.0,,41.0,13.0,148.0,163.0,83.0,79.0,4.41e+17,2.56e+17,-6.97e+17,6.05e+17,-1.854e+18,-1.47e+17,GCMT,,forearc,21.1612033844,forearc,1995-07-30T21:05:56,5.8,11.000684462696784,4,1995-07-30 21:05:56+00:00,True,50
27553,1997-07-19T12:22:57,-71.557,-29.274,16.0,5.8,mw,,,,,315.0,55.0,60.0,180.0,45.0,126.0,4.92e+17,1.913e+17,-6.833e+17,-2.901e+17,-2.58e+17,2.502e+17,ISC,,forearc,25.9306564331,forearc,1997-07-19T12:22:57,5.4,4.999315537303217,5,1997-07-19 12:22:57+00:00,True,67
29667,1998-06-03T02:42:56,-69.616,-19.673,33.0,5.4,mw,,,,,,,,,,,,,,,,,USGS,,forearc,73.0303115845,forearc,1998-06-03T02:42:56,5.4,4.999315537303217,5,1998-06-03 02:42:56+00:00,True,79
37068,2001-04-17T01:42:16,-69.6,-20.23,15.0,5.6,mw,0.03,0.03,0.0,,120.0,18.0,-142.0,354.0,79.0,-76.0,-6.59e+16,-7.1e+16,1.369e+17,4.9e+16,-2.701e+17,-1.0289999999999998e+17,GCMT,,forearc,66.9112854004,forearc,2001-04-17T01:42:16,5.4,5.9986310746064335,6,2001-04-17 01:42:16+00:00,True,70
37577,2001-06-23T20:33:13,-73.538,-16.333,16.0,6.7,mw,,,,,,,,,,,,,,,,,ISC,,forearc,40.4784584045,forearc,2001-06-23T20:33:13,5.4,5.9986310746064335,6,2001-06-23 20:33:13+00:00,True,19
37589,2001-06-23T21:41:34,-71.054,-17.72,33.0,5.4,mw,,,,,,,,,,,,,,,,,USGS,,forearc,63.4752616882,forearc,2001-06-23T21:41:34,5.4,5.9986310746064335,6,2001-06-23 21:41:34+00:00,True,80
38119,2001-07-07T09:38:45,-71.818,-17.498,25.0,6.7,mw,,,,,,,,,,,,,,,,,ISC,,forearc,46.2152786255,forearc,2001-07-07T09:38:45,5.4,5.9986310746064335,6,2001-07-07 09:38:45+00:00,True,20
40090,2001-12-23T09:32:18,-74.1,-16.77,15.0,5.4,mw,0.09,0.09,0.0,,265.0,25.0,13.0,163.0,85.0,115.0,1.87e+16,-1.92e+16,600000000000000.0,4.68e+16,-1.21e+17,6.790000000000001e+16,GCMT,,forearc,15.7802591324,forearc,2001-12-23T09:32:18,5.4,5.9986310746064335,6,2001-12-23 09:32:18+00:00,True,81
47782,2003-08-26T21:11:45,-70.56,-17.28,75.8,5.7,mw,0.04,0.02,1.3,,276.0,75.0,172.0,8.0,82.0,15.0,2.7000000000000003e+17,-2.34e+17,-3.6e+16,4.43e+16,5.600000000000001e+16,-4.5e+17,GCMT,,forearc,94.4350509644,forearc,2003-08-26T21:11:45,5.4,5.9986310746064335,6,2003-08-26 21:11:45+00:00,True,69
47958,2003-09-07T22:39:30,-71.718,-30.723,12.0355,5.4,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,27.4088420868,forearc,2003-09-07T22:39:30,5.4,5.9986310746064335,6,2003-09-07 22:39:30+00:00,True,82
48525,2003-10-20T19:13:55,-69.874,-18.596,10.0,5.4,mw,,,,,,,,,,,,,,,,,USGS,,forearc,81.0564117432,forearc,2003-10-20T19:13:55,5.4,5.9986310746064335,6,2003-10-20 19:13:55+00:00,True,83
51348,2004-06-15T11:16:32,-73.155,-38.854,37.8,6.1,mw,,,,,280.0,65.0,60.0,154.0,38.0,137.0,4.56e+17,-1.93e+17,-2.63e+17,-4.63e+17,-1.58e+17,6.86e+17,USGS,,forearc,45.066280365,forearc,2004-06-15T11:16:32,5.4,5.9986310746064335,6,2004-06-15 11:16:32+00:00,True,51
55047,2005-04-02T13:01:10,-70.757,-25.217,1.3949,5.4,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,28.729719162,forearc,2005-04-02T13:01:10,5.4,5.9986310746064335,6,2005-04-02 13:01:10+00:00,True,84
65851,2007-03-24T19:13:54,-70.48,-19.85,32.8,5.5,mw,0.01,0.01,0.3,,107.0,41.0,100.0,274.0,50.0,81.0,2e+17,-2.28e+17,2.7600000000000004e+16,-4.06e+16,-1.28e+16,4.87e+16,CSN-improved,,forearc,34.3866462708,forearc,2007-03-24T19:13:54,5.3,3.0006844626967832,7,2007-03-24 19:13:54+00:00,True,75
66391,2007-04-22T10:22:03,-71.451,-32.404,20.9736,5.6,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,40.1264915466,forearc,2007-04-22T10:22:03,5.3,3.0006844626967832,7,2007-04-22 10:22:03+00:00,True,71
67747,2007-07-30T08:20:30,-70.623,-17.185,33.8,5.3,mw,,,,,,,,,,,,,,,,,USGS,,forearc,97.0350265503,forearc,2007-07-30T08:20:30,5.3,3.0006844626967832,7,2007-07-30 08:20:30+00:00,True,92
69256,2007-11-17T17:54:37,-70.92,-23.06,15.0,5.9,mw,0.01,0.01,0.5,,300.0,11.0,27.0,184.0,85.0,100.0,5.04e+16,1.84e+17,-2.35e+17,-1.81e+16,-7.25e+17,1.07e+17,GCMT,,forearc,17.8720703125,forearc,2007-11-17T17:54:37,5.3,3.0006844626967832,7,2007-11-17 17:54:37+00:00,True,62
69816,2007-12-04T19:56:58,-70.213,-17.563,46.4,5.5,mw,,,,,,,,,,,,,,,,,USGS,,forearc,95.5661849976,forearc,2007-12-04T19:56:58,5.3,3.0006844626967832,7,2007-12-04 19:56:58+00:00,True,76
74662,2008-09-10T16:12:11,-69.56,-20.41,36.1,5.75,mw,0.01,0.01,0.6,,289.0,44.0,138.0,52.0,62.0,54.0,3.28e+17,-5.6500000000000006e+17,2.37e+17,1.53e+17,1.21e+17,-1.83e+17,GCMT,,forearc,67.7359085083,forearc,2008-09-10T16:12:11,5.3,3.0006844626967832,7,2008-09-10 16:12:11+00:00,True,68
78761,2009-04-17T02:17:55,-70.408,-19.515,25.9,5.4,mw,,,,,,,,,,,,,,,,,USGS,,forearc,42.348400116,forearc,2009-04-17T02:17:55,5.3,3.0006844626967832,7,2009-04-17 02:17:55+00:00,True,85
79017,2009-05-01T10:43:37,-69.27,-19.568,13.9738,5.4,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,87.1651153564,forearc,2009-05-01T10:43:37,5.3,3.0006844626967832,7,2009-05-01 10:43:37+00:00,True,86
