lon,lat,vs30
-74.761415178,-49.156588208,380
-74.761415178,-49.256588208,380
-74.761415178,-49.356588208,380
-74.761415178,-49.456588208,380
-74.761415178,-49.556588208,380
-74.761415178,-49.656588208,380
-74.761415178,-49.756588208,380
-74.761415178,-49.856588208,380
-74.761415178,-49.956588208,380
-74.761415178,-50.056588208,380
-74.761415178,-50.156588208,380
-74.761415178,-50.256588208,380
-74.761415178,-50.356588208,380
-74.761415178,-50.456588208,380
-74.761415178,-50.656588208,380
-74.761415178,-50.756588208,380
-74.761415178,-50.856588208,380
-74.761415178,-50.956588208,380
-74.761415178,-51.056588208,380
-74.761415178,-51.156588208,380
-74.761415178,-51.256588208,380
-74.761415178,-51.356588208,380
-74.761415178,-51.456588208,380
-74.761415178,-51.656588208,380
-74.761415178,-51.756588208,380
-74.761415178,-51.856588208,380
-74.761415178,-51.956588208,380
-74.761415178,-52.056588208,380
-74.761415178,-52.156588208,380
-74.761415178,-52.256588208,380
-74.761415178,-52.356588208,380
-74.761415178,-52.756588208,380
-74.661415178,-43.556588208,380
-74.661415178,-43.656588208,380
-74.661415178,-44.656588208,380
-74.661415178,-45.556588208,380
-74.661415178,-45.656588208,380
-74.661415178,-45.756588208,380
-74.661415178,-45.856588208,380
-74.661415178,-45.956588208,380
-74.661415178,-46.056588208,380
-74.661415178,-46.156588208,380
-74.661415178,-46.256588208,380
-74.661415178,-46.356588208,380
-74.661415178,-46.456588208,380
-74.661415178,-46.556588208,380
-74.661415178,-46.656588208,380
-74.661415178,-46.756588208,380
-74.661415178,-46.856588208,380
-74.661415178,-47.556588208,380
-74.661415178,-47.656588208,380
-74.661415178,-47.756588208,380
-74.661415178,-47.856588208,380
-74.661415178,-47.956588208,380
-74.661415178,-48.056588208,380
-74.661415178,-48.156588208,380
-74.661415178,-48.256588208,380
-74.661415178,-48.356588208,380
-74.661415178,-48.456588208,380
-74.661415178,-48.556588208,380
-74.661415178,-48.656588208,380
-74.661415178,-48.756588208,380
-74.661415178,-48.856588208,380
-74.661415178,-48.956588208,380
-74.661415178,-49.056588208,380
-74.661415178,-49.156588208,380
-74.661415178,-49.256588208,380
-74.661415178,-49.356588208,380
-74.661415178,-49.456588208,380
-74.661415178,-49.556588208,380
-74.661415178,-49.656588208,380
-74.661415178,-49.756588208,380
-74.661415178,-49.856588208,380
-74.661415178,-49.956588208,380
-74.661415178,-50.056588208,380
-74.661415178,-50.156588208,380
-74.661415178,-50.256588208,380
-74.661415178,-50.356588208,380
-74.661415178,-50.456588208,380
-74.661415178,-50.556588208,380
-74.661415178,-50.756588208,380
-74.661415178,-50.856588208,380
-74.661415178,-50.956588208,380
-74.661415178,-51.056588208,380
-74.661415178,-51.156588208,380
-74.661415178,-51.256588208,380
-74.661415178,-51.356588208,380
-74.661415178,-51.456588208,380
-74.661415178,-51.856588208,380
-74.661415178,-51.956588208,380
-74.661415178,-52.056588208,380
-74.661415178,-52.156588208,380
-74.661415178,-52.256588208,380
-74.661415178,-52.356588208,380
-74.661415178,-52.756588208,380
-74.661415178,-52.856588208,380
-74.561415178,-43.556588208,380
-74.561415178,-43.656588208,380
-74.561415178,-44.456588208,380
-74.561415178,-44.556588208,380
-74.561415178,-44.656588208,380
-74.561415178,-44.756588208,380
-74.561415178,-45.256588208,380
-74.561415178,-45.356588208,380
-74.561415178,-45.456588208,380
-74.561415178,-45.556588208,380
-74.561415178,-45.656588208,380
-74.561415178,-45.756588208,380
-74.561415178,-45.856588208,380
-74.561415178,-45.956588208,380
-74.561415178,-46.056588208,380
-74.561415178,-46.156588208,380
-74.561415178,-46.256588208,380
-74.561415178,-46.356588208,380
-74.561415178,-46.456588208,380
-74.561415178,-46.556588208,380
-74.561415178,-46.656588208,380
-74.561415178,-46.756588208,380
-74.561415178,-46.856588208,380
-74.561415178,-47.456588208,380
-74.561415178,-47.556588208,380
-74.561415178,-47.656588208,380
-74.561415178,-47.756588208,380
-74.561415178,-47.856588208,380
-74.561415178,-47.956588208,380
-74.561415178,-48.056588208,380
-74.561415178,-48.156588208,380
-74.561415178,-48.256588208,380
-74.561415178,-48.356588208,380
-74.561415178,-48.456588208,380
-74.561415178,-48.556588208,380
-74.561415178,-48.656588208,380
-74.561415178,-48.756588208,380
-74.561415178,-48.856588208,380
-74.561415178,-48.956588208,380
-74.561415178,-49.056588208,380
-74.561415178,-49.156588208,380
-74.561415178,-49.256588208,380
-74.561415178,-49.356588208,380
-74.561415178,-49.456588208,380
-74.561415178,-49.556588208,380
-74.561415178,-49.656588208,380
-74.561415178,-49.756588208,380
-74.561415178,-49.856588208,380
-74.561415178,-49.956588208,380
-74.561415178,-50.056588208,380
-74.561415178,-50.156588208,380
-74.561415178,-50.256588208,380
-74.561415178,-50.356588208,380
-74.561415178,-50.456588208,380
-74.561415178,-50.556588208,380
-74.561415178,-50.656588208,380
-74.561415178,-50.756588208,380
-74.561415178,-50.856588208,380
-74.561415178,-50.956588208,380
-74.561415178,-51.056588208,380
-74.561415178,-51.156588208,380
-74.561415178,-51.256588208,380
-74.561415178,-51.356588208,380
-74.561415178,-51.856588208,380
-74.561415178,-51.956588208,380
-74.561415178,-52.056588208,380
-74.561415178,-52.256588208,380
-74.561415178,-52.356588208,380
-74.561415178,-52.456588208,380
-74.561415178,-52.756588208,380
-74.561415178,-52.856588208,380
-74.561415178,-52.956588208,380
-74.461415178,-44.256588208,380
-74.461415178,-44.456588208,380
-74.461415178,-44.556588208,380
-74.461415178,-44.656588208,380
-74.461415178,-44.756588208,380
-74.461415178,-44.856588208,380
-74.461415178,-45.156588208,380
-74.461415178,-45.256588208,380
-74.461415178,-45.356588208,380
-74.461415178,-45.456588208,380
-74.461415178,-45.556588208,380
-74.461415178,-45.656588208,380
-74.461415178,-45.756588208,380
-74.461415178,-45.856588208,380
-74.461415178,-45.956588208,380
-74.461415178,-46.056588208,380
-74.461415178,-46.156588208,380
-74.461415178,-46.256588208,380
-74.461415178,-46.356588208,380
-74.461415178,-46.456588208,380
-74.461415178,-46.556588208,380
-74.461415178,-46.656588208,380
-74.461415178,-46.756588208,380
-74.461415178,-46.856588208,380
-74.461415178,-47.056588208,380
-74.461415178,-47.156588208,380
-74.461415178,-47.356588208,380
-74.461415178,-47.456588208,380
-74.461415178,-47.556588208,380
-74.461415178,-47.656588208,380
-74.461415178,-47.756588208,380
-74.461415178,-47.856588208,380
-74.461415178,-47.956588208,380
-74.461415178,-48.056588208,380
-74.461415178,-48.156588208,380
-74.461415178,-48.256588208,380
-74.461415178,-48.356588208,380
-74.461415178,-48.456588208,380
-74.461415178,-48.556588208,380
-74.461415178,-48.656588208,380
-74.461415178,-48.756588208,380
-74.461415178,-48.856588208,380
-74.461415178,-48.956588208,380
-74.461415178,-49.056588208,380
-74.461415178,-49.156588208,380
-74.461415178,-49.256588208,380
-74.461415178,-49.356588208,380
-74.461415178,-49.456588208,380
-74.461415178,-49.556588208,380
-74.461415178,-49.656588208,380
-74.461415178,-49.756588208,380
-74.461415178,-49.856588208,380
-74.461415178,-49.956588208,380
-74.461415178,-50.056588208,380
-74.461415178,-50.156588208,380
-74.461415178,-50.256588208,380
-74.461415178,-50.356588208,380
-74.461415178,-50.456588208,380
-74.461415178,-50.556588208,380
-74.461415178,-50.656588208,380
-74.461415178,-50.756588208,380
-74.461415178,-50.856588208,380
-74.461415178,-50.956588208,380
-74.461415178,-51.056588208,380
-74.461415178,-51.156588208,380
-74.461415178,-51.356588208,380
-74.461415178,-51.756588208,380
-74.461415178,-51.856588208,380
-74.461415178,-51.956588208,380
-74.461415178,-52.156588208,380
-74.461415178,-52.256588208,380
-74.461415178,-52.356588208,380
-74.461415178,-52.456588208,380
-74.461415178,-52.556588208,380
-74.461415178,-52.656588208,380
-74.461415178,-52.756588208,380
-74.461415178,-52.856588208,380
-74.461415178,-52.956588208,380
-74.361415178,-43.056588208,380
-74.361415178,-43.156588208,380
-74.361415178,-43.256588208,380
-74.361415178,-44.056588208,380
-74.361415178,-44.156588208,380
-74.361415178,-44.256588208,380
-74.361415178,-44.356588208,380
-74.361415178,-44.456588208,380
-74.361415178,-44.556588208,380
-74.361415178,-44.656588208,380
-74.361415178,-44.756588208,380
-74.361415178,-44.856588208,380
-74.361415178,-44.956588208,380
-74.361415178,-45.056588208,380
-74.361415178,-45.156588208,380
-74.361415178,-45.256588208,380
-74.361415178,-45.356588208,380
-74.361415178,-45.456588208,380
-74.361415178,-45.556588208,380
-74.361415178,-45.656588208,380
-74.361415178,-45.756588208,380
-74.361415178,-45.856588208,380
-74.361415178,-45.956588208,380
-74.361415178,-46.056588208,380
-74.361415178,-46.156588208,380
-74.361415178,-46.256588208,380
-74.361415178,-46.356588208,380
-74.361415178,-46.456588208,380
-74.361415178,-46.556588208,380
-74.361415178,-46.656588208,380
-74.361415178,-46.756588208,380
-74.361415178,-47.056588208,380
-74.361415178,-47.156588208,380
-74.361415178,-47.256588208,380
-74.361415178,-47.356588208,380
-74.361415178,-47.456588208,380
-74.361415178,-47.556588208,380
-74.361415178,-47.656588208,380
-74.361415178,-47.756588208,380
-74.361415178,-47.856588208,380
-74.361415178,-47.956588208,380
-74.361415178,-48.056588208,380
-74.361415178,-48.156588208,380
-74.361415178,-48.256588208,380
-74.361415178,-48.356588208,380
-74.361415178,-48.456588208,380
-74.361415178,-48.556588208,380
-74.361415178,-48.656588208,380
-74.361415178,-48.756588208,380
-74.361415178,-48.856588208,380
-74.361415178,-48.956588208,380
-74.361415178,-49.056588208,380
-74.361415178,-49.156588208,380
-74.361415178,-49.256588208,380
-74.361415178,-49.356588208,380
-74.361415178,-49.456588208,380
-74.361415178,-49.556588208,380
-74.361415178,-49.656588208,380
-74.361415178,-49.756588208,380
-74.361415178,-49.856588208,380
-74.361415178,-49.956588208,380
-74.361415178,-50.056588208,380
-74.361415178,-50.156588208,380
-74.361415178,-50.256588208,380
-74.361415178,-50.356588208,380
-74.361415178,-50.456588208,380
-74.361415178,-50.556588208,380
-74.361415178,-50.656588208,380
-74.361415178,-50.756588208,380
-74.361415178,-50.856588208,380
-74.361415178,-50.956588208,380
-74.361415178,-51.056588208,380
-74.361415178,-51.156588208,380
-74.361415178,-51.356588208,380
-74.361415178,-51.456588208,380
-74.361415178,-51.756588208,380
-74.361415178,-51.856588208,380
-74.361415178,-52.056588208,380
-74.361415178,-52.156588208,380
-74.361415178,-52.556588208,380
-74.361415178,-52.656588208,380
-74.361415178,-52.856588208,380
-74.361415178,-52.956588208,380
-74.361415178,-53.056588208,380
-74.261415178,-42.956588208,380
-74.261415178,-43.056588208,380
-74.261415178,-43.156588208,380
-74.261415178,-43.256588208,380
-74.261415178,-43.356588208,380
-74.261415178,-43.456588208,380
-74.261415178,-44.056588208,380
-74.261415178,-44.156588208,380
-74.261415178,-44.256588208,380
-74.261415178,-44.356588208,380
-74.261415178,-44.456588208,380
-74.261415178,-44.556588208,380
-74.261415178,-44.656588208,380
-74.261415178,-44.756588208,380
-74.261415178,-44.856588208,380
-74.261415178,-44.956588208,380
-74.261415178,-45.056588208,380
-74.261415178,-45.156588208,380
-74.261415178,-45.256588208,380
-74.261415178,-45.356588208,380
-74.261415178,-45.456588208,380
-74.261415178,-45.556588208,380
-74.261415178,-45.656588208,380
-74.261415178,-45.756588208,380
-74.261415178,-45.856588208,380
-74.261415178,-45.956588208,380
-74.261415178,-46.056588208,380
-74.261415178,-46.156588208,380
-74.261415178,-46.256588208,380
-74.261415178,-46.356588208,380
-74.261415178,-46.456588208,380
-74.261415178,-46.556588208,380
-74.261415178,-46.656588208,380
-74.261415178,-46.756588208,380
-74.261415178,-46.856588208,380
-74.261415178,-47.056588208,380
-74.261415178,-47.156588208,380
-74.261415178,-47.256588208,380
-74.261415178,-47.356588208,380
-74.261415178,-47.456588208,380
-74.261415178,-47.556588208,380
-74.261415178,-47.656588208,380
-74.261415178,-47.756588208,380
-74.261415178,-47.856588208,380
-74.261415178,-47.956588208,380
-74.261415178,-48.056588208,380
-74.261415178,-48.156588208,380
-74.261415178,-48.256588208,380
-74.261415178,-48.356588208,380
-74.261415178,-48.456588208,380
-74.261415178,-48.556588208,380
-74.261415178,-48.656588208,380
-74.261415178,-48.756588208,380
-74.261415178,-48.856588208,380
-74.261415178,-48.956588208,380
-74.261415178,-49.056588208,380
-74.261415178,-49.156588208,380
-74.261415178,-49.256588208,380
-74.261415178,-49.356588208,380
-74.261415178,-49.456588208,380
-74.261415178,-49.556588208,380
-74.261415178,-49.656588208,380
-74.261415178,-49.756588208,380
-74.261415178,-49.856588208,380
-74.261415178,-49.956588208,380
-74.261415178,-50.056588208,380
-74.261415178,-50.156588208,380
-74.261415178,-50.256588208,380
-74.261415178,-50.356588208,380
-74.261415178,-50.456588208,380
-74.261415178,-50.556588208,380
-74.261415178,-50.656588208,380
-74.261415178,-50.756588208,380
-74.261415178,-50.856588208,380
-74.261415178,-50.956588208,380
-74.261415178,-51.056588208,380
-74.261415178,-51.156588208,380
-74.261415178,-51.256588208,380
-74.261415178,-51.356588208,380
-74.261415178,-51.456588208,380
-74.261415178,-51.656588208,380
-74.261415178,-51.756588208,380
-74.261415178,-51.856588208,380
-74.261415178,-51.956588208,380
-74.261415178,-52.056588208,380
-74.261415178,-52.156588208,380
-74.261415178,-52.256588208,380
-74.261415178,-52.356588208,380
-74.261415178,-52.956588208,380
-74.261415178,-53.056588208,380
-74.261415178,-53.256588208,380
-74.261415178,-53.356588208,380
-74.161415178,-42.156588208,380
-74.161415178,-42.256588208,380
-74.161415178,-42.356588208,380
-74.161415178,-42.456588208,380
-74.161415178,-42.556588208,380
-74.161415178,-42.656588208,380
-74.161415178,-42.756588208,380
-74.161415178,-42.856588208,380
-74.161415178,-42.956588208,380
-74.161415178,-43.056588208,380
-74.161415178,-43.156588208,380
-74.161415178,-43.256588208,380
-74.161415178,-43.356588208,380
-74.161415178,-43.856588208,380
-74.161415178,-44.056588208,380
-74.161415178,-44.156588208,380
-74.161415178,-44.256588208,380
-74.161415178,-44.356588208,380
-74.161415178,-44.456588208,380
-74.161415178,-44.556588208,380
-74.161415178,-44.656588208,380
-74.161415178,-44.756588208,380
-74.161415178,-44.856588208,380
-74.161415178,-44.956588208,380
-74.161415178,-45.056588208,380
-74.161415178,-45.156588208,380
-74.161415178,-45.256588208,380
-74.161415178,-45.356588208,380
-74.161415178,-45.456588208,380
-74.161415178,-45.556588208,380
-74.161415178,-45.656588208,380
-74.161415178,-45.756588208,380
-74.161415178,-45.856588208,380
-74.161415178,-45.956588208,380
-74.161415178,-46.056588208,380
-74.161415178,-46.156588208,380
-74.161415178,-46.256588208,380
-74.161415178,-46.356588208,380
-74.161415178,-46.456588208,380
-74.161415178,-46.556588208,380
-74.161415178,-46.656588208,380
-74.161415178,-46.756588208,380
-74.161415178,-46.856588208,380
-74.161415178,-46.956588208,380
-74.161415178,-47.056588208,380
-74.161415178,-47.156588208,380
-74.161415178,-47.256588208,380
-74.161415178,-47.356588208,380
-74.161415178,-47.456588208,380
-74.161415178,-47.556588208,380
-74.161415178,-47.656588208,380
